Aakhus, Patricia
Artsybashev, Mikhail
Asaro, Catherine
Asbridge, Thomas
Asch, Frank
Ascher-Walsh, Rebecca
Ash, Cay Van
Ash, Constance
Ash, Jutta
Ash, Penny
Ash, Sarah
Ash, Stephanie
Ashbery, John
Ashby, Norman
Ashe, Geoffrey
Ashe, Ronin
Ashe, Rosalind
Ashenden, Jackie
Asher, Bridget
Asher, Jay
Asher, Neal
Asher, Sandy
Ashford, Daisy
Ashihara, Hinako
Ashley, Amanda
Ashley, Jennifer
Ashman, Linda
Ashwell, Pauline
Ashworth, Adele
Asim, Jabari
Asimov, Isaac
Asimov, Issac
Asimov, Janet
Asire, Nancy
Askegren, Pierce
Askew, Alice
Askew, Claude
Askildsen, Kjell
Aslam, Nadeem
Aslan, Reza
Aspe, Pieter
Aspinwall, Marguerite
Asprin, Robert
Asquith, Ros
Asscher, Maarten
Asscher-Pinkhof, Clara
Asser, Eli
Assink, Paulien
Assis, Joaquim
Astley, Judy
Aston, Paul
Astor, Gerald
Astor, William Waldorf
Asturias, Miguel Ángel
Athans, Philip
Atherton, Gertrude
Atherton, Nancy
Atkeson, Daphne
Atkins, Ace
Atkins, Dawn
Atkins, Dr
Atkinson, Deborah Turrell
Atkinson, Kate
Atkinson, Kenneth B.
Atkinson, Rick
Atlee, Philip
Attanasio, A.A.
Attebery, Brian
Atwater, Richard
Atwater-Rhodes, Amelia
Aubert, Rosemary
Auburn, David
Auch, Mary Jane
Auchincloss, Louis
Audlin, James David
Audouard, Antoine
Audrey, Howard
Auerbach, Annie
Auerbach, Miriam
Auerbacher, Inge
Augarde, Steve
Augustine, Dorothy
Augustine, L.M.
Aumonier, Stacy
Aurthur, Robert Alan
Auslander, Shalom
Aust, Stefan
Austen, Jane
Auster, Paul
Austgen, J.L.
Austin, Alicia
Austin, Fred
Austin, Kate
Austin, Liddie
Austin, Lynn
Austin, Paul Britten
Austin, R.G.
Auswaks, Alex
Autry, Curt
Auwers, Karel
Avallone, Silvia
Averchenko, Arkady
Averill, Esther
Averill, Thomas Fox
Aveskamp, Sabine
Avey, Denis
Avocato, Lori
Avrich, Jane
Avril, Pyman
Avro, Manhattan;
Aw, Tash
Awdry, Christopher
Awdry, Wilbert
Awhina, Simone
Awlinson, Richard
Axelrad, Catherine
Axelrod, Alan
Axelrod, George
Axelsson, Majgull
Axler, James
Axton, David
Aycliffe, Jonathan
Aymé, Marcel
Ayn, Rand
Ayres, Chris
Ayres, E.C.
Ayres, Noreen
Azzarello, Brian
Azzopardi, Trezza
BANERJEE, DIVAKARUNI CHITRA
BENFORD, TIMOTHY B.
BERNE, KARIN
BI, Feiyu
BOHUMIL, HRABAL
BRIAN, WEISS
BUCK, PEARL S.
Baars, Els
Babbitt, Natalie
Babchenko, Arkady
Babcock, Joe
Babel, Isaac
Babson, Marian
Babula, William
Bacarr, Jina
Bach, Jennifer
Bach, Richard
Bach, Tamara
Bachar, Robyn
Bache, Ellyn
Bachman, Richard
Bachmann, Ingeborg
Bacho, Peter
Bacigalupi, Paolo
Backstrom, Kirsten
Backus, Jean L.
Bacmeister, Rhoda
Bacon, Donald
Bacon, Josephine Daskam
Bacus, Kathleen
Badami, Anita Rau
Baddeley, Pam
Baddiel, David
Badenoch, Andrea
Badger, Scott
Baek, Hye-Kyung
Baekelmans, Lode
Baer, Judy
Baer, Will Christopher
Baete, Marcella
Baete, Piet
Bagby, George
Bagdasarian, Adam
Bagdon, Paul
Baggett, Michael
Baggott, Julianna
Bagley, Desmond
Baglio, Ben M.
Bagnold, Enid
Bagshawe, Louise
Bahu, Sultan
Baikie, Jim
Bail, Murray
Bailer, Darice
Bailey, Aldrich Thomas
Bailey, Frankie Y.
Bailey, H.C.
Bailey, Jenna
Bailey, Rachel
Bailey, Robin
Bailyn, Bernard
Bain, Darrell
Bain, Donald
Bain, R. Nisbet
Bainbridge, Beryl
Baird, Alison
Baird, Jacqueline
Baisden, Michael
Baitz, Jon Robin
Bajwa, Rupa
Bakeer, Donald
Baker, Adam Lloyd
Baker, Carin Greenberg
Baker, Deb
Baker, Denys Val
Baker, E.D.
Baker, Frank-
Baker, Jeanette
Baker, Jo
Baker, Karle Wilson
Baker, Madeline
Baker, Mike
Baker, Nicholson
Baker, Nikki
Baker, Pip
Baker, Sam
Baker, Samantha
Baker, Trisha
Bakhuis, Daniëlle
Bakis, Kirsten
Bakker, Bram de
Bakker, Esther
Bakker, Gerbrand
Bakker, Piet
Bakker, R. Scott
Bakker, Robert T.
Bakker, Sonja
Bakopoulos, Dean
Bakst, Harold
Balabukha, Andrei
Balchin, Nigel
Balci, Erdal
Baldacci, David
Baldick, Chris
Baldry, Cherith
Baldwin, Fred D.
Baldwin, James
Baldwin, Kim
Baldwin, Lizz
Baldwin, Louisa
Baldwin, Shauna Singh
Bale, G.F.
Bale, Leigh
Balestier, Wolcott
Balestrieri, Elizabeth
Balham, Joe
Balina, Marina
Balke, Gerd
Balkind, Michael
Ball, Brian N.
Ball, John
Ballantine, Poe
Ballard, J.G.
Ballard, Mignon F.
Ballard, Robert D.
Ballegeer, Johan
Balliett, Blue
Ballinger, Bill S.
Ballinger, W. A.
Ballingrud, Nathan
Balmer, Edwin
Balmer, Randall
Balogh, Mary
Balon, Brett
Baltassat, Jean-Daniel
Balthazar, Nic
Baltzer, Hans
Balzac, Honoré de
Balzo, Sandra
Balázs, Béla
Bambara, Toni Cade
Banbury, Jen
Bancroft, Stephanie
Bandele, Asha
Bandler, Richard
Banerji, Sara
Banfelder, Robert
Bang, Mary Jo
Bang, Molly
Bangerter, Lowell A.
Bangs, Carol Jane
Bangs, John Kendrick
Bangs, Lester
Bangs, Nina
Bank, Melissa
Banker, Ashok K.
Bankier, William
Banks, Carla
Banks, Carolyn
Banks, Iain
Banks, Iain M.
Banks, L.A.
Banks, Leanne
Banks, Lynne Reid
Banks, Maya
Banks, Steven
Bannard, Greene Jane
Banner, Catherine
Bannerman, Helen
Bannerman, K.
Banning, Lynna
Bannister, Jo
Bannon, Ann
Banse, Timothy
Bantock, Nick
Banville, John
Baptiste, Tracey
Baraka, Amiri
Baranskaya, Natalya
Baratz-Logsted, Lauren
Barbara, Cartland
Barbara, Morgenroth
Barbara, Neuwirth
Barbara, Park
Barbara, Young
Barbara, roden
Barbarito, Carlos
Barber, Christina
Barber, Noel
Barbery, Muriel
Barbet, Pierre
Barbieri, Elaine
Barbour, Anne
Barceló, Elia
Barclay, Alex
Barclay, James
Barclay, Linwood
Barclay, Patrick
Barclay, Susan
Barclay, Tessa
Barcomb, Wayne
Bardhan-Quallen, Sudipta
Bardin, John Franklin
Barea, Arturo
Barea, Ilsa
Barfield, Owen
Barfus, Eginhard von
Barham, Richard Harris
Baricco, Alessandro
Barjavel, René
Barkai, David
Barker, B. Brandon
Barker, Becky
Barker, Cicely Mary
Barker, Clive
Barker, Dominic
Barker, Nicola
Barker, Pat
Barker, Trey R.
Barkin, Jill
Barlach, Ernst
Barlough, Jeffrey E.
Barlow, Robert H.
Barlow, Toby
Barlow, Tom
Barnas, Maria
Barnes, Djuna
Barnes, Gary
Barnes, John
Barnes, Julian
Barnes, Linda
Barnes, Steven
Barnett, Jill
Barnett, Paul
Barnholdt, Lauren
Barnstone, Aliki
Barnstone, Willis
Baron, Aileen G.
Baron, Nick
Baron-Reid, Colette
Barone, Sam
Barr, Barr Robert
Barr, Emily
Barr, Hilary
Barr, Mike W.
Barr, Nancy Verde
Barr, Nevada
Barrault, Jean-Louis
Barre, Richard
Barreau, Nicolas
Barresi, Dorothy
Barrett, Browning Elizabeth
Barrett, Gail
Barrett, Judi
Barrett, Lorna
Barrett, Lynne
Barrett, Sheila
Barrett, Tracy
Barrett, Victoria
Barrie, James Matthew
Barring, Torsten
Barron, Laird
Barron, Rex
Barron, Stephanie
Barron, T.A.
Barrow, Stuart
Barrow, William
Barrows, Anita
Barrows, Annie
Barrows, Marjorie
Barry, Brunonia
Barry, Dave
Barry, Max
Barry, Maxx
Barry, Rebecca
Barry, Sebastian
Barslund, Charlotte
Bartalos, Michael
Bartels, Dion
Barten, Pieter
Barth, John
Barth-Grözinger, Inge
Barthelme, Donald
Bartholomew, Nancy
Bartlam, Cathie
Bartoletti, Susan Campbell
Barton, Beverly
Barton, Erle
Barton, Kathi S.
Barton, Paule
Bartsch, Kurt
Barwood, Lee
Barylli, Gabriel
Barzak, Christopher
Barzini, Luigi
Barzman, Ben
Barzun, Jacques
Bascom, Emily
Bascomb, Neal
Base, Graeme
Basham, A.L.
Bashford, H.H.
Bashir, Halima
Basile, Giambattista
Basilières, Michel
Bass, Jefferson
Bass, Rick
Bass, T.J.
Bassani, Giorgio
Bassingthwaite, Don
Basso, Adrienne
Bastable, Bernard
Bastable, Mark
Bastiaanse, Frans
Bastos, Augusto Roa
Bates, A.
Bates, Evan
Bates, Martine
Bates, Michelle
Bates, Quentin
Bates, Shelley
Bates, Susannah
Bath, K.P.
Batki, John
Batrae, Margot
Battersby, Lee
Battes, Prisco
Battin, B.W.
Battison, Brian
Battle, Lois
Bauby, Jean-Dominique
Bauchau, Henry
Baudelaire, Charles
Baudewyns, Benny
Baudino, Gael
Bauer, Belinda
Bauer, Brad
Bauer, Cat
Bauer, Joan
Bauer, Marion Dane
Bauer, Pamela
Baug, Birger
Baulenas, Lluís-Anton
Baum, Henry
Baum, L. Frank
Baum, Vicki
Baumann, Hans
Baumbach, Noah
Baumgart, Don
Baumgold, Julie
Baur, Wolfgang
Bausch, Richard
Bausch, Robert
Bawden, Nina
Bax, Roger
Baxendale, Trevor
Baxt, George
Baxter, Alida
Baxter, Claire
Baxter, Stephen
Bayard, Louis
Bayer, Konrad
Bayerschmidt, Carl F.
Bayley, Barrington J.
Bayley, Nicola
Bayliss, Marguerite F.
Bayr, Rudolf
Bazell, Josh
Bazhov, Pavel
Beacon, Elizabeth
Beagle, Peter S.
Beal, Mary F.
Bealby, J.T.
Beale, Elaine
Beale, Fleur
Bear, Elizabeth
Bear, Greg
Beard, G.S.
Beard, Jo Ann
Beard, Steve
Bearne, C.G.
Beason, Doug
Beaton, M.C.
Beattie, Ann
Beattie, Michelle
Beatty, John Cabeen
Beatty, Paul
Beatty, Terry
BeauSeigneur, James
Beauchemin, Yves
Beaufort, Simon
Beaugrand, Honoré
Beaulieu, Bradley P.
Beaumont, Charles
Beaumont, Jeanne
Beaumont, Maegan
Beauvoir, Simone de
Bebris, Carrie
Bechard, Margaret
Becher, Ulrich
Bechstein, Ludwig
Bechtel, Amy
Beck, Glenn
Beck, K.K.
Beck, Stephanie
Beck, Timothy James
Becker, Eve
Becker, Jurek
Becker, Nancy
Becker, Rolf
Beckermann, Ruth
Becket, Jim
Beckett, Chris
Beckett, Samuel
Beckett, Simon
Beckett, Wendy
Beckford, William
Beckman, Thea
Becnel, Rexanne
Becque, Henry
Beddoes, Thomas Lovell
Beddor, Frank
Bedford, Deborah
Bedford, Jacey
Bedford, Martyn
Beechcroft, William
Beek, F. ten Harmsen van der
Beemsterboer-Avenarius, Wanda
Beerbohm, Max
Beers, Georgia
Beese, P.J.
Beesley, Ronald
Beets, Nicolaas
Beevor, Antony
Begamudré, Ven
Beha, Christopher R.
Behan, Debbie
Behn, Harry
Behr, Katrin
Bei, Ai
Beierle, Andrew W.M.
Beijnum, Kees van
Bein, Steve
Beinhart, Larry
Beishuizen, Tineke
Bek, André
Beke, Carel
Bekhoven, Lia van
Bel, Kaufman
Belben, Rosalind
Belcampo
Belden, Wilanne Schneider
Belfer, Lauren
Belford, Ken
Belfort, Jordan
Belieu, Erin
Belkom, Edo Van
Bell, Audrey
Bell, Cassandra Darden
Bell, Dana Marie
Bell, Eric Temple
Bell, Hilari
Bell, Jadrien
Bell, M. Shayne
Bell, Madison Smartt
Bell, Ted
Bellairs, John
Bellamy, Guy
Belle, Logan
Bellem, Robert Leslie
Bellessi, Diana
Belli, Gioconda
Bellos, David
Bellows, Melina Gerosa
Belov, Vasily
Bely, Andrei
Bemelmans, Ludwig
Bemmann, Hans
Ben, Avery
Ben, Bova
Ben, Jelloun Tahar
Ben, Pastor
Benady, Sam
Benali, Abdelkader
Benard, Robert
Benary-Isbert, Margot
Benatar, Pat
Benavente, Jacinto
Benbow, Dave
Benchley, Peter
Benchley, Robert
Bender, Aimee
Bender, Karen E.
Benderson, Bruce
Benedict, Lyn
Benedict, Pinckney
Benfanti, Russell
Bengtsson, Frans G.
Benioff, David
Benjamin, Carol Lea
Benjamin, Constant
Benjamin, Curt
Benjamin, Melanie
Benjamin, Nikki
Bennet, Tara
Bennett, Arnold
Bennett, Cherie
Bennett, Corintha
Bennett, Gertrude Barrows
Bennett, Jules
Bennett, Margot
Bennett, Mik
Bennett, Ronan
Bennett, Sawyer
Bennett, Vanora
Bennett, Veronica
Benoit, Charles
Benoit, M.D.
Benoît, Pierre
Benrey, Janet
Benrey, Ron
Benson, Angela
Benson, Bert
Benson, Lauren
Benson, Mike
Benson, Mildred
Benson, Sally
Benson, Tom
Bentley, C.F.
Bentley, Dawn
Bentley, E.C.
Bentley, Elizabeth Petty
Bentley, Jennie
Bentley, Karen
Benton, Kenneth
Benton, W.R.
Benvenuto, Cellini
Bequer, Ben
Berberick, Nancy Varian
Berckman, Evelyn
Berding, Frans
Berdoll, Linda
Berdy, Michele A.
Berendt, John
Berenson, Alex
Berenson, Laurien
Berenstain, Mike
Berenstain, Stan
Berent, Mark
Berenzy, Alix
Beres, Steven E.
Beresford, John D.
Berg, Carol
Berg, Elizabeth
Berg, Greetje van den
Berg, Laura van den
Berg, Marinus van den
Berg, Marjan van den
Berg, Michael
Berg, Patti
Berg, Sandra
Berg, Stephen
Bergan, Brooke
Bergeijk, Jeroen van
Bergel, Kurt
Bergen, Elisabeth van
Berger, Arthur Asa
Berger, Barbara Helen
Berger, John
Berger, T.A.
Bergeron, Alain
Bergh, H. van den
Berghuis, Hans
Berglund, Edward P.
Bergman, Andrew
Bergman, Hjalmar
Bergmann, Anton
Bergren, Lisa Tawn
Bergsoe, Jorgen Wilhelm
Bergstrom, Elaine
Beringen, John
Berk, Lucia de
Berk, Marjan
Berkeley, Anthony
Berkhof, Aster
Berkhout, Jet
Berkum, Frank van
Berkéwicz, Ulla
Berliner, Janet
Berling, Peter
Berman, Magda
Berman, Ruth
Berman, Sabina
Berman, Steve
Bermel, Albert
Bernard, Cornwell
Bernard, Jennifer
Bernard, Shaw George
Bernard, Werber
Bernardi, Dominic
Bernays, Anne
Berney, Louis
Bernhardt, William
Bernhart, Patrick
Bernheimer, Alan
Bernheimer, Kate
Bernier-Grand, Carmen T.
Bernières, Louis de
Bernlef, J.
Bernstein, Leonard
Berriault, Gina
Berrigan, Anselm
Berrington, B.S.
Berrisford, Judith M.
Berry, Adrian
Berry, Amanda
Berry, B.W.
Berry, Jeanine
Berry, Jedediah
Berry, Liz
Berry, Steve
Berryman, John
Berson, Jon
Bertauski, Tony
Bertens, H.
Bertholon, Delphine
Bertin, Eddy C.
Bertin, Joanne
Bertolini, Gino
Bertolt, Brecht
Berton, Pierre
Bervoets, Hanna
Beskow, Elsa
Besson, Luc
Best, Pieter
Bester, Alfred
Bestwick, Simon
Betancourt, Jeanne
Betancourt, John Gregory
Bethke, Bruce
Bettencourt, Pierre
Betts, Heidi
Betty, Mahmoody
Betty, Neels
Beuhler, C.J.
Beurskens, Huub
Beutner, Katharine
Bevarly, Elizabeth
Beverley, Jo
Beverley, Naidoo
Beverley, Nichols
Beverly, Lewis
Beverly-Whittemore, Miranda
Beyala, Calixthe
Beye, Charles Rowan
Beyer, Kirsten
Bezaz, Naima El
Bezmozgis, David
Bezouwen, Diana van
Bhagat, Chetan
Bhavabhūti
Bhend, Käthi
